表示ｺｰﾄﾞ,新商品ｺｰﾄﾞ案,商品名,商品名索引,単位,製品長さ(mm),ｶｯﾄ長さ(mm),得意先(検索)ｺｰﾄﾞ
0,730082I000202,H ﾎﾟｽﾄ　500m以上,Hﾎﾟｽﾄ,ｍ,0,0,730082
0,730082I000301,Lﾎﾟｽﾄ　～170m/回,Lﾎﾟｽﾄ,式,0,0,730082
0,730082I000302,Lﾎﾟｽﾄ　～170m以上/回,Lﾎﾟｽﾄ,ｍ,0,0,730082
0,730082I000401,Tﾎﾟｽﾄ　～125m/回,Tﾎﾟｽﾄ,式,0,0,730082
0,730082I000402,Tﾎﾟｽﾄ　125m以上/回,Tﾎﾟｽﾄ,ｍ,0,0,730082
0,730082I000501,ｺ ﾎﾟｽﾄ　～500m,ｺﾎﾟｽﾄ,式,0,0,730082
0,730082I000502,ｺ ﾎﾟｽﾄ　500m以上,ｺﾎﾟｽﾄ,ｍ,0,0,730082
0,730122I000302,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(600m～1500m/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,730122I000303,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(1600～2500/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,730122I000304,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ3mm(2600m以上/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,730122I000402,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(600以上1500/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,730122I000403,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(1600～2500/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,730122I000404,DNK ｸﾞﾚﾁｬﾝｴﾗｽﾄﾏｰ4mm(2600m以上/回),DNKｸﾞﾚﾁｬﾝ,ｍ,0,0,730122
0,732041D000101,粘着付きﾄﾘﾑ 100m巻 黒,,,100000,104000,732041
0,732041D000201,粘着付きﾄﾘﾑ 100m巻 白,,,100000,104000,732041
0,732041D000301,粘着ﾅｼ ﾄﾘﾑ 100m巻 黒(ﾂﾔｹｼ),ﾈﾝﾁｬｸﾅｼ ﾄﾘ,,100000,104000,732041
0,732041D000401,粘着ﾅｼ ﾄﾘﾑ 100m巻 白ﾏｯﾄ,ﾈﾝﾁｬｸﾅｼ ﾄﾘ,巻,100000,104000,732041
0,732081D000103,TS-272 配線隠しｶﾊﾞ- L1000 (4000本～),TS-272ﾊｲｾﾝ,本,1000,1000,732081
0,732081D000104,TS-272 配線隠しｶﾊﾞ- L1000 (6000本～),TS-272ﾊｲｾﾝ,本,1000,1000,732081
0,733022I000202,発泡樹脂2φ 5000m/1回,,ｍ,0,0,733022
0,733042I000102,PFS-D1020(ﾃﾞｨﾌｭ-ｻﾞｰ)/1000m以上,ﾃﾞｨﾌｭ-ｻﾞｰ,本,0,0,733042
0,733042I000103,PFS-D1020(ﾃﾞｨﾌｭ-ｻﾞｰ)/3000m以上,ﾌﾟﾛﾌｧｲﾙ,本,0,0,733042
0,733042I000105,PFS-D1520(ﾃﾞｨﾌｭ-ｻﾞｰ)/1000m以上,ﾃﾞｨﾌﾕｰｻﾞｰ,本,0,0,733042
0,733042I000106,PFS-D1520(ﾃﾞｨﾌｭ-ｻﾞｰ)/3000m以上,ﾌﾟﾛﾌｧｲﾙ,本,0,0,733042
0,733042I000108,PFS-D2520(ﾃﾞｨﾌｭ-ｻﾞｰ)/1000m以上,ﾌﾟﾛﾌｧｲﾙ,本,0,0,733042
0,733042I000109,PFS-D2520(ﾃﾞｨﾌｭ-ｻﾞｰ)/3000m以上,ﾌﾟﾛﾌｧｲﾙ,本,0,0,733042
0,733042I000202,ﾌﾟﾛﾌｧｲﾙ樹脂ｶﾊﾞｰ(硬質2色)/1000m以上,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0,733042I000203,ﾌﾟﾛﾌｧｲﾙ樹脂ｶﾊﾞｰ(硬質2色)/3000m以上,ﾌﾟﾙﾌｧｲﾙ,ｍ,0,0,733042
0,733042I000110,ｺｰﾅｰ用ﾃﾞｨﾌｭｰｻﾞｰ① L=169.7mm ｶｯﾄ加工,ﾌﾟﾙﾌｧｲﾙ,本,0,0,733042
0,733042I000111,ｺｰﾅｰ用ﾃﾞｨﾌｭｰｻﾞｰ② L=169.7mm ｶｯﾄ加工,ﾌﾟﾙﾌｧｲﾙ,本,0,0,733042
0,733042I001102,PFM-FXC L=1010mm 263本/回,PFM,本,0,0,733042
0,733042I001114,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 押出,PFM,ｾｯﾄ,0,0,733042
0,733042I001115,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 後加工,PFM,ｾｯﾄ,0,0,733042
0,733042I001116,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 67.5度 押出,PFM,ｾｯﾄ,0,0,733042
0,733042I001117,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 67.5度 後加工,PFM,ｾｯﾄ,0,0,733042
0,733042I001122,PFS-D 特寸ｻｲｽﾞｶｯﾄ品,PFS-Dﾄｸｽﾝ,本,0,0,733042
0,733042I001123,PFS-D 特寸ｻｲｽﾞｶｯﾄ品 長さ調整費用,PFS-Dﾄｸｽﾝ,式,0,0,733042
0,734022I000102,低温発泡ｼｰﾄ(LE07)150mmxT2mm ｼｰﾄ20枚,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0,734022I000103,低温発泡ｼｰﾄ(LE07)150mmxT2mm ｼｰﾄ30枚,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0,734022I000201,低温発泡ﾍﾟﾚｯﾄ(LE07) 500gの単価,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0,734022I000202,低温発泡ﾍﾟﾚｯﾄ(LE07) 1000gの単価,ﾃｲｵﾝﾊｯﾎﾟｳ,式,0,0,734022
0,734031D000201,側面発光LEDﾃｰﾌﾟ中空L=1820mm(280本～),ｿｸﾒﾝﾊｯｺｳLE,,1820,1890,734031
0,734031D000203,側面発光LEDﾃｰﾌﾟ中空L1820mm(1120本～),ｿｸﾒﾝﾊｯｺｳLE,,1820,1890,734031
0,734042I000202,PCﾊﾟｲﾌﾟ 3.2x5.0x1000(50本未満),PCﾊﾟｲﾌﾟ,式,0,0,734042
0,734042I000502,PC記号片ｹｰｽBC262C240H01 L=1060 1000-,PCｷｺﾞｳﾍﾝｹｰ,本,0,0,734042
0,734042I000602,TE-T記号片 Z909457-1 L=1000 1000本～,ｷｺﾞｳﾍﾝ,本,0,0,734042
0,734042I000702,TE用記号片ｹｰｽ(B892488-1 L=1020 500本,TEｷｺﾞｳﾍﾝ,本,0,0,734042
0,734042I000703,TE用記号片ｹｰｽ(B892488-1) L=1020 1000,TEｷｺﾞｳﾍﾝ,本,0,0,734042
0,734042I000704,TE用記号片ｹｰｽ(B892488-1) L=1020 2000,TEｷｺﾞｳﾍﾝ,本,0,0,734042
0,734042I000702,記号紙ｶﾊﾞｰ 1T-5x1200L L=120 2000本～,ｷｺﾞｳｼｶﾊﾞｰ,本,0,0,734042
0,734072I002501,12mm格子用Sｺｰﾅｰ 9000個/回 ｶｸﾆﾝ,Sｺｰﾅｰ,個,0,0,734072
0,734111D000101,8 99123 IHﾌﾚｰﾑｶﾊﾞｰNEWﾌﾘｰｻｲｽﾞ ﾎﾝﾀｲNｶｲ,8 99123 IH,個,2500,2530,734111
0,734111D000102,8 99124 IHﾌﾚｰﾑｶﾊﾞｰNEW60cm ﾎﾝﾀｲNｶｲ,IHﾎﾝﾀｲ,個,2200,2230,734111
0,734111D000201,8 99125 ﾌﾚｶﾊﾞNEWﾌﾘｰｻｲｽﾞ BRN ﾊﾝｾｲﾋﾝN,8 99125,個,0,0,734111
0,734111D000301,8 99126 ﾌﾚｶﾊﾞNEWﾌﾘｰｻｲｽﾞ GRY ﾊﾝｾｲﾋﾝN,8 99126,個,0,0,734111
0,734111D000501,H007 割ﾚﾊﾟｲﾌﾟ滑ﾘ止ﾒ用 3x5 (3ｹｲﾘ),,,0,0,734111
0,734111D000502,H026 割ﾚﾊﾟｲﾌﾟ滑ﾘ止ﾒ用 3x5 (4ｹｲﾘ),,,0,0,734111
0,734111D000503,H191 割ﾚﾊﾟｲﾌﾟ滑ﾘﾄﾞﾒ用 3x5 (2ｹｲﾘ),,,0,0,734111
0,734111D000601,H207 割れﾊﾟｲﾌﾟ滑り止め用6x8,h207 ﾜﾚﾊﾟｲ,,40,40,734111
0,734111D000701,S24130 風呂用継ぎ目防水ﾃｰﾌﾟ(防ｶﾋﾞ剤,ﾎﾞｳｶﾋﾞｶﾋﾞ,,2500,2530,734111
0,734132I000102,孵化層ﾊﾟｯｷﾝ L=3050　400本/回,ﾌｶｿｳﾊﾟｯｷﾝ,本,0,0,734132
0,734154I000101,622033780 ﾚﾝｽﾞ L=1465 100本～,ﾎﾟﾘｶｰﾎﾞﾈｰﾄ,本,0,0,734151
0,734181D000101,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000102,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000103,ﾌｧﾌﾞﾃｯｸ巾木FBH01(ｱｲﾎﾞﾘｰ)200本,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000104,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0,734181D000105,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0,734181D000201,ﾌｧﾌﾞﾃｯｸ巾木FBH02(ﾌﾞﾗｳﾝ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000202,ﾌｧﾌﾞﾃｯｸ巾木FBH02(ﾌﾞﾗｳﾝ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000204,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0,734181D000205,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0,734181D000301,ﾌｧﾌﾞﾃｯｸ巾木FBH04(ﾌﾞﾗｯｸ)1000本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000302,ﾌｧﾌﾞﾃｯｸ巾木FBH04(ﾌﾞﾗｯｸ)500本～,ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,2000,2045,734181
0,734181D000304,ﾌｧﾌﾞﾃｯｸ巾木出隅材FBHDE04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,202,202,734181
0,734181D000305,ﾌｧﾌﾞﾃｯｸ巾木入隅材FBHIR04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸﾊﾊﾞ,,0,0,734181
0,734181D000401,ﾌｧﾌﾞﾃｯｸ巾木出隅材(加工費)FBHDE,ﾌｧﾌﾞﾃｯｸ,,0,0,734181
0,734181D000402,ﾌｧﾌﾞﾃｯｸ巾木入隅材(加工費)FBHIR,ﾌｧﾌﾞﾃｯｸ,,0,0,734181
0,734181D000501,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000502,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000503,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM01(ｱｲﾎﾞﾘｰ)200本,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000504,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000505,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR01(ｱｲﾎﾞﾘｰ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000601,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000602,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000603,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM02(ﾌﾞﾗｳﾝ)200本,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000604,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000605,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR02(ﾌﾞﾗｳﾝ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000701,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM04(ﾌﾞﾗｯｸ) 1000本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000702,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙFBM04(ﾌﾞﾗｯｸ)500本～,ﾌｧﾌﾞﾃｯｸｺｼｶ,,2000,2045,734181
0,734181D000704,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材FBMDE04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000705,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材FBMIR04(ﾌﾞﾗｯｸ),ﾌｧﾌﾞﾃｯｸｺｼｶ,,202,202,734181
0,734181D000801,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ出隅材(加工費)FBMDE,ﾌｧﾌﾞﾃｯｸｺｼｶ,,0,0,734181
0,734181D000802,ﾌｧﾌﾞﾃｯｸ腰壁ﾓｰﾙ入隅材(加工費)FBMIR,ﾌｧﾌﾞﾃｯｸｺｼｶ,,0,0,734181
0,734261D000301,9x25 6分割ﾊﾟｲﾌﾟ L=10m,,,0,0,734261
0,734261D000401,PE ｺﾉ字成形品5.5x15 L=100m,,,0,0,734261
0,734261D000601,ｺﾉ字型 ﾊﾟｯｷﾝ L=200m,,,0,0,734261
0,734261D000801,ﾊｲｾﾞｯｸｽﾁｭｰﾌﾞ10x11.2 *,,,0,0,734261
0,734291D000101,4576-5381-04 ｽﾎﾟｲﾗｰ,,,220,220,734291
0,734291D000201,4576-5381-04EOLZ,4576-5381-,kg,0,0,734291
0,734291D000301,A00W-3781-00A ｶﾞｲﾄﾞ板,,,220,220,734291
0,734291D000401,A00W-3781-00EOLZ,ｱ00w-3781-,kg,0,0,734291
0,734311D000101,ﾌｪﾝﾀﾞｰｶﾞｰﾄﾞ L=1150 黒*,,,1150,1160,734311
0,734311D000102,ﾌｪﾝﾀﾞｰｶﾞｰﾄﾞ L=1400 黒*,,,1400,1410,734311
0,734311D000201,ﾌｪﾝﾀﾞｰﾊﾟｯｷﾝ(2),,,0,0,734311
0,734311D000301,ｽﾋﾟｰｶｰ用ｹﾞﾙ成形品 7.5x8.5,,,0,0,734311
0,734321D000201,SKP-V ﾋﾞﾆｰﾙﾀｲﾄ,,,0,0,734321
0,734321D000301,上下窓障子気密ﾋﾞｰﾄ,,,0,0,734321
0,734321D000401,笠木ｸｯｼｮﾝｺﾞﾑ L=50mm *,,,0,0,734321
0,734321D000501,上下窓ｶﾞﾗｽﾌﾞﾛｯｸ L型 L=7,,,0,0,734321
0,734321D000601,目隠しﾊﾟﾈﾙ1型 L=4000 ﾌﾞﾛﾝｽﾞﾗｲﾝ,,,0,0,734321
0,734321D000602,目隠しﾊﾟﾈﾙ2型 L=4000 ﾌﾞﾛﾝｽﾞﾗｲﾝ,,,0,0,734321
0,734321D000701,目隠しﾊﾟﾈﾙ2型 ｸﾞﾚｰ L=3600,,,0,0,734321
0,734321D000801,外枠戸当りﾋﾞｰﾄ 522010 *,,,0,0,734321
0,734321D000901,子扉戸当りﾋﾞｰﾄ 652061,,,0,0,734321
0,734321D001101,PS外れ止めｸﾘｯﾌﾟ L=1000,,,0,0,734321
0,734321D001201,YL-4C ﾛｰﾗｰﾊﾟｲﾌﾟ L=223 ｵﾚﾝｼﾞ*,,,0,0,734321
0,734321D001202,RL-4C ﾛｰﾗｰﾊﾟｲﾌﾟ L=288 *,,,0,0,734321
0,740052I000102,LEDｶﾊﾞｰ 透明 L=1500 300本～,LEDｶﾊﾞｰﾄｳ,本,0,0,740052
0,740052I000103,LEDｶﾊﾞｰ 透明 L=1500 500本～,LEDｶﾊﾞｰ ﾆｭ,本,0,0,740052
0,740052I000104,LEDｶﾊﾞｰ 透明 L=1500 1000本～,LEDｶﾊﾞｰ ﾆｭ,本,0,0,740052
0,740052I000202,LEDｶﾊﾞｰ 乳白 L=1500 300本～,LEDｶﾊﾞｰ ﾆｭ,本,0,0,740052
0,740052I000203,LEDｶﾊﾞｰ 乳白 L=1500 500本～,LEDｶﾊﾞｰ ﾆｭ,本,0,0,740052
0,740052I000204,LEDｶﾊﾞｰ 乳白 L=1500 1000本～,LEDｶﾊﾞｰ ﾆｭ,本,0,0,740052
0,740052I000302,LEDｶﾊﾞｰ(片側配光用) L=1500 500本/回,LEDｶﾊﾞｰ,本,0,0,740052
0,740052I000303,LEDｶﾊﾞｰ(片側配光用) L=1500 300-499,LEDｶﾊﾞｰ,本,0,0,740052
0,740052I000502,LED固定ﾚｰﾙ ｸﾞﾚｰ L=1500 500本～,LEDｺﾃｲﾚｰﾙ,本,0,0,740052
0,740052I000503,LED固定ﾚｰﾙ ｸﾞﾚｰ L=1500 1000本～,LEDｺﾃｲﾚｰﾙ,本,0,0,740052
0,740052I000602,LED固定ﾚｰﾙ(曲線部用) L=1500 100本,LEDｺﾃｲﾚｰﾙ(,本,0,0,740052
0,740052I000603,LED固定ﾚｰﾙ(曲線部用) L=1500 200本,LEDｺﾃｲﾚｰﾙ(,本,0,0,740052
0,740052I000604,LED固定ﾚｰﾙ(曲線部用) L=1500 300-499,LEDｺﾃｲﾚｰﾙ(,本,0,0,740052
0,740052I000702,ｽﾃﾗ ﾊｲﾊﾟﾜｰﾀｲﾌﾟﾚｰﾙ L=1500 300本,ﾚｰﾙ,本,0,0,740052
0,740052I000703,ｽﾃﾗ ﾊｲﾊﾟﾜｰﾀｲﾌﾟﾚｰﾙ L=1500 500本,ﾚｰﾙ,本,0,0,740052
0,740052I000802,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟLED固定ﾚｰﾙ(D)L=1500 300,ﾚｰﾙ,本,0,0,740052
0,740052I000803,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟLED固定ﾚｰﾙ(D)L=1500 500,ﾚｰﾙ,本,0,0,740052
0,740052I001102,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ(Rﾀｲﾌﾟ) L=2000 300,ｶﾊﾞｰ,本,0,0,740052
0,740052I001103,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ(Rﾀｲﾌﾟ) L=2000 500,ｶﾊﾞｰ,本,0,0,740052
0,740052I001202,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ ｸﾘｱ L=2000 300本,ｶﾊﾞｰ,本,0,0,740052
0,740052I001203,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ ｸﾘｱ L=2000 500本,ｶﾊﾞｰ,本,0,0,740052
0,740052I001302,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ乳白 L=2000 300本,ｶﾊﾞｰ,本,0,0,740052
0,740052I001303,ｽﾃﾗﾊｲﾊﾟﾜｰﾀｲﾌﾟｶﾊﾞｰ乳白 L=2000 500本,ｶﾊﾞｰ,本,0,0,740052
0,740052I001402,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 ｸﾘｱ/100,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001403,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 ｸﾘｱ/150,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001502,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 乳白/100,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001503,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 乳白/150,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001602,誘導LED固定ﾚｰﾙ ｸﾞﾚｰ L=1500 200本/回,ﾕｳﾄﾞｳLEDｺﾃ,本,0,0,740052
0,740052I001702,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 ｸﾘｱ/100,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001703,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 ｸﾘｱ/150,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001802,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 乳白/100,ﾊﾞｳﾑNLED,本,0,0,740052
0,740052I001803,ﾊﾞｳﾑNﾗｲﾝﾗｲﾝ用固定ﾊﾟｰﾂL=1000 乳白/150,ﾊﾞｳﾑNLED,本,0,0,740052
0,740092I000102,LED蛍光灯 PCｶﾊﾞｰ W67 L=1200 500以上,LEDｹｲｺｳﾄｳ,本,0,0,740092
0,740092I000103,LED蛍光灯 PCｶﾊﾞｰ W67 L=1200 1300以上,LEDｹｲｺｳﾄｳ,本,0,0,740092
0,741031D000302,NKE-016N 粘着ｴｯｼﾞｶﾊﾞｰ(300m～),NEK,,30,32,741031
0,741031D000303,NKE-016N 粘着ｴｯｼﾞｶﾊﾞｰ(600m～）,NEK,,30,32,741031
0,741031D000304,NKE-016N 粘着ｴｯｼﾞｶﾊﾞｰ(900m～）,NEK,,30,32,741031
0,741031D000305,NKE-016N 粘着ｴｯｼﾞｶﾊﾞｰ(1200m～）,NEK,,30,32,741031
0,741031D000306,NKE-016N 粘着ｴｯｼﾞｶﾊﾞｰ(1500m～）,NEK,,30,32,741031
0,741062I000102,ARBOE-1911-1000　200本/回,ARBOE-1911,本,0,0,741062
0,741062I000103,ARﾊﾞｸﾞﾊﾞﾝﾊﾟ- ARBOE-1911-1000/600本,ﾊﾞｸﾞﾊﾞﾝﾊﾟｰ,個,0,0,741062
0,741062I000202,ARｽﾊﾟｲﾗﾙﾁｭｰﾌﾞARSE-20-1000　200本/回,ARSE-20-10,本,0,0,741062
0,741062I000303,ARﾌﾗｯﾄﾊﾞｰARFOE-1520-1000 10本/袋 千,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000304,ARﾌﾗｯﾄﾊﾞｰARFOE-1520-1000 10本/袋 2千,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000306,ARﾌﾗｯﾄﾊﾞｰARFOE-1520-1000 2本/袋 千,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000307,ARﾌﾗｯﾄﾊﾞｰARFOE-1520-1000 2本/袋 2千,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000308,ARﾌﾗｯﾄﾊﾞｰARFOE-1520-1000 10本/袋 300,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000309,ARﾌﾗｯﾄﾊﾞｰARFE-1520-1000,ﾌﾗｯﾄﾊﾞｰ,個,0,0,741062
0,741062I000401,ARﾘﾝｸﾞｾｯﾄｱｯﾌﾟﾂｰﾙ用袋 L=1000 100枚,ARﾘﾝｸﾞｾｯﾄｱ,式,0,0,741062
0,741062I000501,ﾊﾞｸﾞﾊﾞﾝﾊﾟｰBON-1911-1000(薬剤ﾅｼ)500本,ﾊﾞｸﾞﾊﾞﾝﾊﾟｰ,本,0,0,741062
0,741062I000601,架橋PE13Aｽﾄﾚｰﾄ管 4800m以上/回,ｽﾄﾚｰﾄｶﾝ,本,0,0,741062
0,741062I000603,定寸ｶｯﾄ費用(PE13A管に限る),,本,0,0,741062
0,741062I000802,ARｱｰｽ線ｶﾞｰﾄﾞ AREE-03-127 5000本/回,ｱｰｽｾﾝｶﾞｰﾄﾞ,個,0,0,741062
0,741062I000803,ARｱｰｽ線ｶﾞｰﾄﾞ AREE-03-127 10000本/回,ｱｰｽｾﾝｶﾞｰﾄﾞ,個,0,0,741062
0,741062I000902,ARｽﾊﾟｲﾗﾙﾁｭｰﾌﾞ ARSE-10-127　6000本/回,ｽﾊﾟｲﾗﾙ,個,0,0,741062
0,741062I000903,ARｽﾊﾟｲﾗﾙﾁｭｰﾌﾞ ARSE-10-127 10000本/回,ｽﾊﾟｲﾗﾙ,個,0,0,741062
0,741112I000102,半円押出ﾚﾝｽﾞ(H3.6mm) L=1950mm 1000本,ﾊﾝｴﾝｵｼﾀﾞｼﾚ,本,0,0,741112
0,741112I000103,半円押出ﾚﾝｽﾞ(H3.6mm) L=1950mm 2000本,ﾊﾝｴﾝｵｼﾀﾞｼﾚ,本,0,0,741112
0,741112I000104,半円押出ﾚﾝｽﾞ(H3.6mm) L=1950mm 5000本,ﾊﾝｴﾝｵｼﾀﾞｼﾚ,本,0,0,741112
0,741112I000105,半円押出ﾚﾝｽﾞ(H3.6mm) L=1950mm 500本,ﾊﾝｴﾝｵｼﾀﾞｼﾚ,本,0,0,741112
0,741112I000201,ｺｰﾅｰ用ﾃﾞｨﾌｭｰｻﾞｰ L=169.7 45度 (押出),ﾃﾞｨﾌｭｰｻﾞｰ,本,0,0,741112
0,741112I000301,PFM-D L=1000mm 1000m/回,PFM,ｾｯﾄ,0,0,741112
0,741112I000305,PFM-D L=1030mm / 1000m回,PFM,本,0,0,741112
0,741112I000306,PFM-D L=1530mm / 1000m回,PFM,本,0,0,741112
0,741112I000307,PFM-D L=2530mm / 1000m回,PFM,本,0,0,741112
0,741112I000311,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 押出 50/,PFM,本,0,0,741112
0,741112I000312,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 押出 100,PFM,本,0,0,741112
0,741112I000313,PFM-D ｺｰﾅｰｾｯﾄ L=169.7 45度 押出 200,PFM,本,0,0,741112
